Saison,Date,Heure,Statut Match,gameId,Compétition ,Détail Compétition,# Match Série,Détail Série,Si Nécessaire,Salle,Ville_salle,Etat_salle,évènement,id_team_domicile,id_team_extérieure,équipe_domicile,équipe_extérieure,ville_domicile,ville_extérieure,tricode_domicile,tricode_exterieur,score_domicile,score_exterieur,horodatage_utc
2024-25,11/10/24,02:00,Final,0012400029,Preseason,,,,false,BOK Center,Tulsa,OK,,1610612760,15020,Thunder,Breakers,Oklahoma City,New Zealand,OKC,NZB,117,89,2024-10-11T00:00:00Z
2024-25,12/10/24,01:00,Final,0012400031,Preseason,,,,false,Capital One Arena,Washington,DC,,1610612764,1610612761,Wizards,Raptors,Washington,Toronto,WAS,TOR,113,95,2024-10-11T23:00:00Z
2024-25,12/10/24,01:00,Final,0012400032,Preseason,,,,false,Wells Fargo Arena,Des Moines,IA,,1610612750,1610612755,Timberwolves,76ers,Minnesota,Philadelphia,MIN,PHI,121,111,2024-10-11T23:00:00Z
2024-25,12/10/24,04:00,Final,0012400033,Preseason,,,,false,Chase Center,San Francisco,CA,,1610612744,1610612758,Warriors,Kings,Golden State,Sacramento,GSW,SAC,109,106,2024-10-12T02:00:00Z
2024-25,12/10/24,04:00,Final,0012400034,Preseason,,,,false,Footprint Center,Phoenix,AZ,,1610612756,1610612765,Suns,Pistons,Phoenix,Detroit,PHX,DET,91,109,2024-10-12T02:00:00Z
2024-25,12/10/24,04:30,Final,0012400035,Preseason,,,,false,Climate Pledge Arena,Seattle,WA,,1610612746,1610612757,Clippers,Trail Blazers,LA,Portland,LAC,POR,101,99,2024-10-12T02:30:00Z
2024-25,13/10/24,02:00,Final,0012400036,Preseason,,,,false,TD Garden,Boston,MA,,1610612738,1610612755,Celtics,76ers,Boston,Philadelphia,BOS,PHI,139,89,2024-10-13T00:00:00Z
2024-25,13/10/24,02:00,Final,0012400037,Preseason,,,,false,United Center,Chicago,IL,,1610612741,1610612763,Bulls,Grizzlies,Chicago,Memphis,CHI,MEM,121,124,2024-10-13T00:00:00Z
2024-25,13/10/24,02:00,Final,0012400038,Preseason,,,,false,Frost Bank Center,San Antonio,TX,,1610612759,1610612762,Spurs,Jazz,San Antonio,Utah,SAS,UTA,126,120,2024-10-13T00:00:00Z
2024-25,13/10/24,21:30,Final,0012400039,Preseason,,,,false,Kaseya Center,Miami,FL,,1610612748,1610612740,Heat,Pelicans,Miami,New Orleans,MIA,NOP,101,99,2024-10-13T19:30:00Z
2024-25,14/10/24,00:00,Final,0012400040,Preseason,,,,false,Madison Square Garden,New York,NY,,1610612752,1610612750,Knicks,Timberwolves,New York,Minnesota,NYK,MIN,115,110,2024-10-13T22:00:00Z
2024-25,14/10/24,00:00,Final,0012400041,Preseason,,,,false,Golden 1 Center,Sacramento,CA,,1610612758,1610612757,Kings,Trail Blazers,Sacramento,Portland,SAC,POR,85,105,2024-10-13T22:00:00Z
2024-25,14/10/24,01:00,Final,0012400042,Preseason,,,,false,TD Garden,Boston,MA,,1610612738,1610612761,Celtics,Raptors,Boston,Toronto,BOS,TOR,115,111,2024-10-13T23:00:00Z
2024-25,14/10/24,02:30,Final,0012400043,Preseason,,,,false,Ball Arena,Denver,CO,,1610612743,1610612756,Nuggets,Suns,Denver,Phoenix,DEN,PHX,114,118,2024-10-14T00:30:00Z
2024-25,14/10/24,02:30,Final,0012400044,Preseason,,,,false,Chase Center,San Francisco,CA,,1610612744,1610612765,Warriors,Pistons,Golden State,Detroit,GSW,DET,111,93,2024-10-14T00:30:00Z
2024-25,15/10/24,01:00,Final,0012400045,Preseason,,,,false,Gainbridge Fieldhouse,Indianapolis,IN,,1610612754,1610612763,Pacers,Grizzlies,Indiana,Memphis,IND,MEM,116,120,2024-10-14T23:00:00Z
2024-25,15/10/24,01:30,Final,0012400046,Preseason,,,,false,State Farm Arena,Atlanta,GA,,1610612737,1610612755,Hawks,76ers,Atlanta,Philadelphia,ATL,PHI,89,104,2024-10-14T23:30:00Z
2024-25,15/10/24,01:30,Final,0012400047,Preseason,,,,false,Barclays Center,Brooklyn,NY,,1610612751,1610612764,Nets,Wizards,Brooklyn,Washington,BKN,WAS,131,92,2024-10-14T23:30:00Z
2024-25,15/10/24,02:00,Final,0012400048,Preseason,,,,false,Fiserv Forum,Milwaukee,WI,,1610612749,1610612741,Bucks,Bulls,Milwaukee,Chicago,MIL,CHI,111,107,2024-10-15T00:00:00Z
2024-25,15/10/24,04:30,Final,0012400049,Preseason,,,,false,Intuit Dome,Inglewood,CA,,1610612746,1610612742,Clippers,Mavericks,LA,Dallas,LAC,DAL,110,96,2024-10-15T02:30:00Z
2024-25,16/10/24,01:00,Final,0012400050,Preseason,,,,false,Scotiabank Arena,Toronto,ON,,1610612761,1610612738,Raptors,Celtics,Toronto,Boston,TOR,BOS,119,118,2024-10-15T23:00:00Z
2024-25,16/10/24,01:30,Final,0012400051,Preseason,,,,false,Kaseya Center,Miami,FL,,1610612748,1610612759,Heat,Spurs,Miami,San Antonio,MIA,SAS,120,117,2024-10-15T23:30:00Z
2024-25,16/10/24,01:30,Final,0012400052,Preseason,,,,false,Madison Square Garden,New York,NY,,1610612752,1610612766,Knicks,Hornets,New York,Charlotte,NYK,CHA,111,105,2024-10-15T23:30:00Z
2024-25,16/10/24,02:00,Final,0012400053,Preseason,,,,false,Toyota Center,Houston,TX,,1610612745,1610612740,Rockets,Pelicans,Houston,New Orleans,HOU,NOP,118,98,2024-10-16T00:00:00Z
2024-25,16/10/24,03:00,Final,0012400054,Preseason,,,,false,Ball Arena,Denver,CO,,1610612743,1610612760,Nuggets,Thunder,Denver,Oklahoma City,DEN,OKC,94,124,2024-10-16T01:00:00Z
2024-25,16/10/24,03:00,Final,0012400055,Preseason,,,,false,Delta Center,Salt Lake City,UT,,1610612762,1610612758,Jazz,Kings,Utah,Sacramento,UTA,SAC,117,114,2024-10-16T01:00:00Z
2024-25,16/10/24,04:00,Final,0012400056,Preseason,,,,false,T-Mobile Arena,Las Vegas,NV,,1610612747,1610612744,Lakers,Warriors,Los Angeles,Golden State,LAL,GSW,97,111,2024-10-16T02:00:00Z
2024-25,17/10/24,01:30,Final,0012400025,Preseason,,,,false,Kaseya Center,Miami,FL,,1610612748,1610612737,Heat,Hawks,Miami,Atlanta,MIA,ATL,120,111,2024-10-16T23:30:00Z
2024-25,17/10/24,01:00,Final,0012400057,Preseason,,,,false,Little Caesars Arena,Detroit,MI,,1610612765,1610612739,Pistons,Cavaliers,Detroit,Cleveland,DET,CLE,108,92,2024-10-16T23:00:00Z
2024-25,17/10/24,01:00,Final,0012400058,Preseason,,,,false,Wells Fargo Center,Philadelphia,PA,,1610612755,1610612751,76ers,Nets,Philadelphia,Brooklyn,PHI,BKN,117,95,2024-10-16T23:00:00Z
2024-25,17/10/24,02:00,Final,0012400059,Preseason,,,,false,United Center,Chicago,IL,,1610612741,1610612750,Bulls,Timberwolves,Chicago,Minnesota,CHI,MIN,125,123,2024-10-17T00:00:00Z
2024-25,17/10/24,04:00,Final,0012400060,Preseason,,,,false,Moda Center,Portland,OR,,1610612757,15025,Trail Blazers,Ulm,Portland,Ratiopharm,POR,ULM,111,100,2024-10-17T02:00:00Z
2024-25,18/10/24,01:00,Final/OT,0012400061,Preseason,,,,false,Gainbridge Fieldhouse,Indianapolis,IN,,1610612754,1610612766,Pacers,Hornets,Indiana,Charlotte,IND,CHA,121,116,2024-10-17T23:00:00Z
2024-25,18/10/24,01:30,Final,0012400062,Preseason,,,,false,American Airlines Center,Dallas,TX,,1610612742,1610612749,Mavericks,Bucks,Dallas,Milwaukee,DAL,MIL,109,84,2024-10-17T23:30:00Z
2024-25,18/10/24,02:00,Final,0012400063,Preseason,,,,false,Toyota Center,Houston,TX,,1610612745,1610612759,Rockets,Spurs,Houston,San Antonio,HOU,SAS,129,107,2024-10-18T00:00:00Z
2024-25,18/10/24,02:00,Final,0012400064,Preseason,,,,false,Paycom Center,Oklahoma City,OK,,1610612760,1610612737,Thunder,Hawks,Oklahoma City,Atlanta,OKC,ATL,104,99,2024-10-18T00:00:00Z
2024-25,18/10/24,04:00,Final/OT,0012400065,Preseason,,,,false,Footprint Center,Phoenix,AZ,,1610612756,1610612747,Suns,Lakers,Phoenix,Los Angeles,PHX,LAL,122,128,2024-10-18T02:00:00Z
2024-25,18/10/24,04:30,Final,0012400066,Preseason,,,,false,Intuit Dome,Inglewood,CA,,1610612746,1610612758,Clippers,Kings,LA,Sacramento,LAC,SAC,113,91,2024-10-18T02:30:00Z
2024-25,18/10/24,02:00,Final,0012400072,Preseason,,,,false,Target Center,Minneapolis,MN,,1610612750,1610612743,Timberwolves,Nuggets,Minnesota,Denver,MIN,DEN,126,132,2024-10-18T00:00:00Z
2024-25,19/10/24,01:00,Final,0012400067,Preseason,,,,false,Kia Center,Orlando,FL,,1610612753,1610612755,Magic,76ers,Orlando,Philadelphia,ORL,PHI,114,99,2024-10-18T23:00:00Z
2024-25,19/10/24,01:00,Final,0012400068,Preseason,,,,false,Capital One Arena,Washington,DC,,1610612764,1610612752,Wizards,Knicks,Washington,New York,WAS,NYK,118,117,2024-10-18T23:00:00Z
2024-25,19/10/24,01:30,Final,0012400069,Preseason,,,,false,Barclays Center,Brooklyn,NY,,1610612751,1610612761,Nets,Raptors,Brooklyn,Toronto,BKN,TOR,112,116,2024-10-18T23:30:00Z
2024-25,19/10/24,02:00,Final/OT,0012400070,Preseason,,,,false,United Center,Chicago,IL,,1610612741,1610612739,Bulls,Cavaliers,Chicago,Cleveland,CHI,CLE,139,137,2024-10-19T00:00:00Z
2024-25,19/10/24,02:00,Final,0012400071,Preseason,,,,false,FedExForum,Memphis,TN,,1610612763,1610612748,Grizzlies,Heat,Memphis,Miami,MEM,MIA,109,114,2024-10-19T00:00:00Z
2024-25,19/10/24,04:00,Final,0012400073,Preseason,,,,false,Moda Center,Portland,OR,,1610612757,1610612762,Trail Blazers,Jazz,Portland,Utah,POR,UTA,124,86,2024-10-19T02:00:00Z
2024-25,19/10/24,04:30,Final,0012400074,Preseason,,,,false,Chase Center,San Francisco,CA,,1610612744,1610612747,Warriors,Lakers,Golden State,Los Angeles,GSW,LAL,132,74,2024-10-19T02:30:00Z
2024-25,23/10/24,01:30,Final,0022400061,,,,,false,TD Garden,Boston,MA,,1610612738,1610612752,Celtics,Knicks,Boston,New York,BOS,NYK,132,109,2024-10-22T23:30:00Z
2024-25,23/10/24,04:00,Final,0022400062,,,,,false,Crypto.com Arena,Los Angeles,CA,,1610612747,1610612750,Lakers,Timberwolves,Los Angeles,Minnesota,LAL,MIN,110,103,2024-10-23T02:00:00Z
2024-25,24/10/24,01:00,Final,0022400063,,,,,false,Little Caesars Arena,Detroit,MI,,1610612765,1610612754,Pistons,Pacers,Detroit,Indiana,DET,IND,109,115,2024-10-23T23:00:00Z
2024-25,24/10/24,01:30,Final,0022400064,,,,,false,State Farm Arena,Atlanta,GA,,1610612737,1610612751,Hawks,Nets,Atlanta,Brooklyn,ATL,BKN,120,116,2024-10-23T23:30:00Z
2024-25,24/10/24,01:30,Final,0022400065,,,,,false,Kaseya Center,Miami,FL,,1610612748,1610612753,Heat,Magic,Miami,Orlando,MIA,ORL,97,116,2024-10-23T23:30:00Z
2024-25,24/10/24,01:30,Final,0022400066,,,,,false,Wells Fargo Center,Philadelphia,PA,,1610612755,1610612749,76ers,Bucks,Philadelphia,Milwaukee,PHI,MIL,109,124,2024-10-23T23:30:00Z
2024-25,24/10/24,01:30,Final,0022400067,,,,,false,Scotiabank Arena,Toronto,ON,,1610612761,1610612739,Raptors,Cavaliers,Toronto,Cleveland,TOR,CLE,106,136,2024-10-23T23:30:00Z
2024-25,24/10/24,02:00,Final,0022400068,,,,,false,Toyota Center,Houston,TX,,1610612745,1610612766,Rockets,Hornets,Houston,Charlotte,HOU,CHA,105,110,2024-10-24T00:00:00Z
2024-25,24/10/24,02:00,Final,0022400069,,,,,false,Smoothie King Center,New Orleans,LA,,1610612740,1610612741,Pelicans,Bulls,New Orleans,Chicago,NOP,CHI,123,111,2024-10-24T00:00:00Z
2024-25,24/10/24,03:00,Final,0022400070,,,,,false,Delta Center,Salt Lake City,UT,,1610612762,1610612763,Jazz,Grizzlies,Utah,Memphis,UTA,MEM,124,126,2024-10-24T01:00:00Z
2024-25,24/10/24,04:00,Final/OT,0022400071,,,,,false,Intuit Dome,Inglewood,CA,,1610612746,1610612756,Clippers,Suns,LA,Phoenix,LAC,PHX,113,116,2024-10-24T02:00:00Z
2024-25,24/10/24,04:00,Final,0022400072,,,,,false,Moda Center,Portland,OR,,1610612757,1610612744,Trail Blazers,Warriors,Portland,Golden State,POR,GSW,104,140,2024-10-24T02:00:00Z
2024-25,25/10/24,01:00,Final,0022400073,,,,,false,Capital One Arena,Washington,DC,,1610612764,1610612738,Wizards,Celtics,Washington,Boston,WAS,BOS,102,122,2024-10-24T23:00:00Z
2024-25,25/10/24,01:30,Final,0022400074,,,,,false,American Airlines Center,Dallas,TX,,1610612742,1610612759,Mavericks,Spurs,Dallas,San Antonio,DAL,SAS,120,109,2024-10-24T23:30:00Z
2024-25,25/10/24,04:00,Final,0022400075,,,,,false,Ball Arena,Denver,CO,,1610612743,1610612760,Nuggets,Thunder,Denver,Oklahoma City,DEN,OKC,87,102,2024-10-25T02:00:00Z
2024-25,25/10/24,04:00,Final,0022400076,,,,,false,Golden 1 Center,Sacramento,CA,,1610612758,1610612750,Kings,Timberwolves,Sacramento,Minnesota,SAC,MIN,115,117,2024-10-25T02:00:00Z
2024-25,26/10/24,01:00,Final,0022400077,,,,,false,Kia Center,Orlando,FL,,1610612753,1610612751,Magic,Nets,Orlando,Brooklyn,ORL,BKN,116,101,2024-10-25T23:00:00Z
2024-25,26/10/24,01:00,Final,0022400078,,,,,false,Scotiabank Arena,Toronto,ON,,1610612761,1610612755,Raptors,76ers,Toronto,Philadelphia,TOR,PHI,115,107,2024-10-25T23:00:00Z
2024-25,26/10/24,01:30,Final,0022400079,,,,,false,State Farm Arena,Atlanta,GA,,1610612737,1610612766,Hawks,Hornets,Atlanta,Charlotte,ATL,CHA,125,120,2024-10-25T23:30:00Z
2024-25,26/10/24,01:30,Final,0022400080,,,,,false,Rocket Mortgage FieldHouse,Cleveland,OH,,1610612739,1610612765,Cavaliers,Pistons,Cleveland,Detroit,CLE,DET,113,101,2024-10-25T23:30:00Z
2024-25,26/10/24,01:30,Final,0022400081,,,,,false,Madison Square Garden,New York,NY,,1610612752,1610612754,Knicks,Pacers,New York,Indiana,NYK,IND,123,98,2024-10-25T23:30:00Z
2024-25,26/10/24,02:00,Final,0022400082,,,,,false,Toyota Center,Houston,TX,,1610612745,1610612763,Rockets,Grizzlies,Houston,Memphis,HOU,MEM,128,108,2024-10-26T00:00:00Z
2024-25,26/10/24,02:00,Final,0022400083,,,,,false,Fiserv Forum,Milwaukee,WI,,1610612749,1610612741,Bucks,Bulls,Milwaukee,Chicago,MIL,CHI,122,133,2024-10-26T00:00:00Z
2024-25,26/10/24,03:30,Final,0022400084,,,,,false,Delta Center,Salt Lake City,UT,,1610612762,1610612744,Jazz,Warriors,Utah,Golden State,UTA,GSW,86,127,2024-10-26T01:30:00Z
2024-25,26/10/24,04:00,Final,0022400085,,,,,false,Crypto.com Arena,Los Angeles,CA,,1610612747,1610612756,Lakers,Suns,Los Angeles,Phoenix,LAL,PHX,123,116,2024-10-26T02:00:00Z
2024-25,26/10/24,04:00,Final,0022400086,,,,,false,Moda Center,Portland,OR,,1610612757,1610612740,Trail Blazers,Pelicans,Portland,New Orleans,POR,NOP,103,105,2024-10-26T02:00:00Z
2024-25,26/10/24,23:00,Final,0022400087,,,,,false,Ball Arena,Denver,CO,,1610612743,1610612746,Nuggets,Clippers,Denver,LA,DEN,LAC,104,109,2024-10-26T21:00:00Z
2024-25,27/10/24,01:00,Final,0022400088,,,,,false,Spectrum Center,Charlotte,NC,,1610612766,1610612748,Hornets,Heat,Charlotte,Miami,CHA,MIA,106,114,2024-10-26T23:00:00Z
2024-25,27/10/24,01:00,Final,0022400089,,,,,false,Little Caesars Arena,Detroit,MI,,1610612765,1610612738,Pistons,Celtics,Detroit,Boston,DET,BOS,118,124,2024-10-26T23:00:00Z
2024-25,27/10/24,01:00,Final,0022400090,,,,,false,Capital One Arena,Washington,DC,,1610612764,1610612739,Wizards,Cavaliers,Washington,Cleveland,WAS,CLE,116,135,2024-10-26T23:00:00Z
2024-25,27/10/24,02:00,Final,0022400091,,,,,false,United Center,Chicago,IL,,1610612741,1610612760,Bulls,Thunder,Chicago,Oklahoma City,CHI,OKC,95,114,2024-10-27T00:00:00Z
2024-25,27/10/24,02:00,Final,0022400092,,,,,false,FedExForum,Memphis,TN,,1610612763,1610612753,Grizzlies,Magic,Memphis,Orlando,MEM,ORL,124,111,2024-10-27T00:00:00Z
2024-25,27/10/24,02:00,Final,0022400093,,,,,false,Target Center,Minneapolis,MN,,1610612750,1610612761,Timberwolves,Raptors,Minnesota,Toronto,MIN,TOR,112,101,2024-10-27T00:00:00Z
2024-25,27/10/24,02:30,Final,0022400094,,,,,false,Frost Bank Center,San Antonio,TX,,1610612759,1610612745,Spurs,Rockets,San Antonio,Houston,SAS,HOU,109,106,2024-10-27T00:30:00Z
2024-25,27/10/24,03:00,Final,0022400095,,,,,false,Footprint Center,Phoenix,AZ,,1610612756,1610612742,Suns,Mavericks,Phoenix,Dallas,PHX,DAL,114,102,2024-10-27T02:00:00Z
2024-25,27/10/24,03:30,Final,0022400096,,,,,false,Crypto.com Arena,Los Angeles,CA,,1610612747,1610612758,Lakers,Kings,Los Angeles,Sacramento,LAL,SAC,131,127,2024-10-27T02:30:00Z
2024-25,27/10/24,20:30,Final/OT,0022400097,,,,,false,Gainbridge Fieldhouse,Indianapolis,IN,,1610612754,1610612755,Pacers,76ers,Indiana,Philadelphia,IND,PHI,114,118,2024-10-27T19:30:00Z
2024-25,27/10/24,23:00,Final,0022400098,,,,,false,Barclays Center,Brooklyn,NY,,1610612751,1610612749,Nets,Bucks,Brooklyn,Milwaukee,BKN,MIL,115,102,2024-10-27T22:00:00Z
2024-25,27/10/24,23:00,Final,0022400099,,,,,false,Moda Center,Portland,OR,,1610612757,1610612740,Trail Blazers,Pelicans,Portland,New Orleans,POR,NOP,125,103,2024-10-27T22:00:00Z
2024-25,28/10/24,00:00,Final,0022400100,,,,,false,Paycom Center,Oklahoma City,OK,,1610612760,1610612737,Thunder,Hawks,Oklahoma City,Atlanta,OKC,ATL,128,104,2024-10-27T23:00:00Z
2024-25,28/10/24,01:30,Final,0022400101,,,,,false,Chase Center,San Francisco,CA,,1610612744,1610612746,Warriors,Clippers,Golden State,LA,GSW,LAC,104,112,2024-10-28T00:30:00Z
2024-25,29/10/24,00:00,Final,0022400102,,,,,false,Kia Center,Orlando,FL,,1610612753,1610612754,Magic,Pacers,Orlando,Indiana,ORL,IND,119,115,2024-10-28T23:00:00Z
2024-25,29/10/24,00:30,Final,0022400103,,,,,false,State Farm Arena,Atlanta,GA,,1610612737,1610612764,Hawks,Wizards,Atlanta,Washington,ATL,WAS,119,121,2024-10-28T23:30:00Z
2024-25,29/10/24,00:30,Final,0022400104,,,,,false,TD Garden,Boston,MA,,1610612738,1610612749,Celtics,Bucks,Boston,Milwaukee,BOS,MIL,119,108,2024-10-28T23:30:00Z
2024-25,29/10/24,00:30,Final,0022400105,,,,,false,Kaseya Center,Miami,FL,,1610612748,1610612765,Heat,Pistons,Miami,Detroit,MIA,DET,106,98,2024-10-28T23:30:00Z
2024-25,29/10/24,00:30,Final,0022400106,,,,,false,Madison Square Garden,New York,NY,,1610612752,1610612739,Knicks,Cavaliers,New York,Cleveland,NYK,CLE,104,110,2024-10-28T23:30:00Z
2024-25,29/10/24,00:30,Final/OT,0022400107,,,,,false,Scotiabank Arena,Toronto,ON,,1610612761,1610612743,Raptors,Nuggets,Toronto,Denver,TOR,DEN,125,127,2024-10-28T23:30:00Z
2024-25,29/10/24,01:00,Final,0022400108,,,,,false,FedExForum,Memphis,TN,,1610612763,1610612741,Grizzlies,Bulls,Memphis,Chicago,MEM,CHI,123,126,2024-10-29T00:00:00Z
2024-25,29/10/24,01:00,Final,0022400109,,,,,false,Frost Bank Center,San Antonio,TX,,1610612759,1610612745,Spurs,Rockets,San Antonio,Houston,SAS,HOU,101,106,2024-10-29T00:00:00Z
2024-25,29/10/24,01:30,Final,0022400110,,,,,false,American Airlines Center,Dallas,TX,,1610612742,1610612762,Mavericks,Jazz,Dallas,Utah,DAL,UTA,110,102,2024-10-29T00:30:00Z
2024-25,29/10/24,03:00,Final,0022400111,,,,,false,Footprint Center,Phoenix,AZ,,1610612756,1610612747,Suns,Lakers,Phoenix,Los Angeles,PHX,LAL,109,105,2024-10-29T02:00:00Z
2024-25,29/10/24,03:00,Final,0022400112,,,,,false,Golden 1 Center,Sacramento,CA,,1610612758,1610612757,Kings,Trail Blazers,Sacramento,Portland,SAC,POR,111,98,2024-10-29T02:00:00Z
2024-25,30/10/24,00:30,Final/OT,0022400113,,,,,false,Barclays Center,Brooklyn,NY,,1610612751,1610612743,Nets,Nuggets,Brooklyn,Denver,BKN,DEN,139,144,2024-10-29T23:30:00Z
2024-25,30/10/24,00:30,Final,0022400114,,,,,false,Target Center,Minneapolis,MN,,1610612750,1610612742,Timberwolves,Mavericks,Minnesota,Dallas,MIN,DAL,114,120,2024-10-29T23:30:00Z
